,date,stid,gauge,discharge,rainfall_inches,rainfall_ft
481,2009-01-28,RA101,4.34,357.0,0.2,0.02
482,2009-01-29,RA101,4.11,304.0,0.0,0.0
483,2009-01-30,RA101,3.52,179.0,0.0,0.0
484,2009-01-31,RA101,3.35,147.0,0.0,0.0
485,2009-02-01,RA101,3.27,133.0,0.0,0.0
486,2009-02-02,RA101,3.27,133.0,0.0,0.0
487,2009-02-03,RA101,3.37,150.0,0.03,0.0
488,2009-02-04,RA101,3.36,149.0,0.01,0.0
489,2009-02-05,RA101,3.25,129.0,0.0,0.0
490,2009-02-06,RA101,3.15,112.0,0.0,0.0
491,2009-02-07,RA101,3.05,96.5,0.0,0.0
492,2009-02-08,RA101,3.29,136.0,0.0,0.0
493,2009-02-09,RA101,3.29,136.0,0.0,0.0
494,2009-02-10,RA101,3.2,121.0,0.0,0.0
495,2009-02-11,RA101,3.21,122.0,0.0,0.0
496,2009-02-12,RA101,3.25,129.0,0.02,0.0
497,2009-02-13,RA101,3.23,126.0,0.0,0.0
498,2009-02-14,RA101,3.18,117.0,0.0,0.0
499,2009-02-15,RA101,3.14,111.0,0.0,0.0
500,2009-02-16,RA101,3.11,106.0,0.0,0.0
501,2009-02-17,RA101,3.06,98.1,0.0,0.0
502,2009-02-18,RA101,3.11,106.0,0.05,0.0
503,2009-02-19,RA101,3.12,107.0,0.02,0.0
504,2009-02-20,RA101,3.06,98.1,0.0,0.0
505,2009-02-21,RA101,2.99,87.5,0.0,0.0
506,2009-02-22,RA101,2.97,84.6,0.03,0.0
507,2009-02-23,RA101,2.96,83.1,0.0,0.0
508,2009-02-24,RA101,2.92,77.4,0.0,0.0
509,2009-02-25,RA101,2.89,73.3,0.0,0.0
510,2009-02-26,RA101,2.89,73.3,0.0,0.0
511,2009-02-27,RA101,2.9,74.6,0.0,0.0
512,2009-02-28,RA101,2.92,77.4,0.0,0.0
513,2009-03-01,RA101,2.91,76.0,0.04,0.0
514,2009-03-02,RA101,2.98,86.0,0.08,0.01
515,2009-03-03,RA101,2.96,83.1,0.0,0.0
516,2009-03-04,RA101,2.91,76.0,0.0,0.0
517,2009-03-05,RA101,2.92,77.4,0.0,0.0
518,2009-03-06,RA101,2.97,84.6,0.0,0.0
519,2009-03-07,RA101,3.0,89.0,0.0,0.0
520,2009-03-08,RA101,3.02,92.0,0.0,0.0
521,2009-03-09,RA101,3.01,90.5,0.0,0.0
522,2009-03-10,RA101,2.99,87.5,0.0,0.0
523,2009-03-11,RA101,2.97,84.6,0.0,0.0
524,2009-03-12,RA101,2.95,81.7,0.0,0.0
525,2009-03-13,RA101,2.91,76.0,0.0,0.0
526,2009-03-14,RA101,2.9,74.6,0.0,0.0
527,2009-03-15,RA101,2.9,74.6,0.0,0.0
528,2009-03-16,RA101,2.89,73.3,0.0,0.0
529,2009-03-17,RA101,2.87,70.6,0.0,0.0
530,2009-03-18,RA101,2.86,69.2,0.0,0.0
531,2009-03-19,RA101,2.89,73.3,0.05,0.0
532,2009-03-20,RA101,2.89,73.3,0.01,0.0
533,2009-03-21,RA101,2.86,69.2,0.0,0.0
534,2009-03-22,RA101,2.83,65.3,0.0,0.0
535,2009-03-23,RA101,2.82,64.0,0.0,0.0
536,2009-03-24,RA101,2.78,58.9,0.0,0.0
537,2009-03-25,RA101,2.77,57.7,0.0,0.0
538,2009-03-26,RA101,3.06,98.1,0.13,0.01
539,2009-03-27,RA101,3.2,121.0,0.0,0.0
540,2009-03-28,RA101,3.12,107.0,0.1,0.01
541,2009-03-29,RA101,3.94,267.0,0.28,0.02
542,2009-03-30,RA101,3.99,278.0,0.0,0.0
543,2009-03-31,RA101,3.39,154.0,0.0,0.0
544,2009-04-01,RA101,3.24,127.0,0.1,0.01
545,2009-04-02,RA101,3.26,131.0,0.1,0.01
546,2009-04-03,RA101,4.17,318.0,0.2,0.02
547,2009-04-04,RA101,3.98,275.0,0.0,0.0
548,2009-04-05,RA101,3.53,181.0,0.0,0.0
549,2009-04-06,RA101,3.96,271.0,0.2,0.02
550,2009-04-07,RA101,4.03,286.0,0.0,0.0
551,2009-04-08,RA101,3.56,187.0,0.0,0.0
552,2009-04-09,RA101,3.41,158.0,0.0,0.0
553,2009-04-10,RA101,3.28,134.0,0.0,0.0
554,2009-04-11,RA101,4.04,289.0,0.1,0.01
555,2009-04-12,RA101,3.74,223.0,0.0,0.0
556,2009-04-13,RA101,3.51,177.0,0.0,0.0
557,2009-04-14,RA101,3.7,215.0,0.1,0.01
558,2009-04-15,RA101,3.73,221.0,0.1,0.01
559,2009-04-16,RA101,3.63,201.0,0.0,0.0
560,2009-04-17,RA101,3.47,169.0,0.0,0.0
561,2009-04-18,RA101,3.36,149.0,0.0,0.0
562,2009-04-19,RA101,3.28,134.0,0.0,0.0
563,2009-04-20,RA101,4.87,488.0,0.6,0.05
564,2009-04-21,RA101,4.94,507.0,0.1,0.01
565,2009-04-22,RA101,4.15,329.0,0.01,0.0
566,2009-04-23,RA101,3.69,228.0,0.0,0.0
567,2009-04-24,RA101,3.49,187.0,0.0,0.0
568,2009-04-25,RA101,3.36,162.0,0.0,0.0
569,2009-04-26,RA101,3.27,145.0,0.0,0.0
570,2009-04-27,RA101,3.21,134.0,0.0,0.0
571,2009-04-28,RA101,3.15,124.0,0.0,0.0
572,2009-04-29,RA101,3.09,114.0,0.03,0.0
573,2009-04-30,RA101,3.02,103.0,0.0,0.0
574,2009-05-01,RA101,3.18,129.0,0.05,0.0
575,2009-05-02,RA101,3.2,133.0,0.1,0.01
576,2009-05-03,RA101,4.38,380.0,0.2,0.02
577,2009-05-04,RA101,4.87,499.0,0.2,0.02
578,2009-05-05,RA101,4.82,488.0,0.04,0.0
579,2009-05-06,RA101,4.46,400.0,0.06,0.0
580,2009-05-07,RA101,6.07,821.0,0.5,0.04
581,2009-05-08,RA101,5.41,637.0,0.0,0.0
582,2009-05-09,RA101,4.42,390.0,0.0,0.0
583,2009-05-10,RA101,4.06,309.0,0.0,0.0
584,2009-05-11,RA101,3.76,242.0,0.0,0.0
585,2009-05-12,RA101,3.59,207.0,0.0,0.0
586,2009-05-13,RA101,3.41,171.0,0.0,0.0
587,2009-05-14,RA101,3.3,150.0,0.0,0.0
588,2009-05-15,RA101,3.73,236.0,0.1,0.01
589,2009-05-16,RA101,3.35,160.0,0.0,0.0
590,2009-05-17,RA101,3.24,140.0,0.0,0.0
591,2009-05-18,RA101,3.16,126.0,0.0,0.0
592,2009-05-19,RA101,3.08,112.0,0.0,0.0
593,2009-05-20,RA101,3.04,106.0,0.0,0.0
594,2009-05-21,RA101,3.0,99.6,0.0,0.0
595,2009-05-22,RA101,2.95,92.0,0.0,0.0
596,2009-05-23,RA101,2.93,89.0,0.0,0.0
597,2009-05-24,RA101,2.96,93.5,0.0,0.0
598,2009-05-25,RA101,3.06,109.0,0.0,0.0
599,2009-05-26,RA101,2.93,89.0,0.0,0.0
600,2009-05-27,RA101,2.87,80.2,0.0,0.0
601,2009-05-28,RA101,2.85,77.4,0.0,0.0
602,2009-05-29,RA101,4.04,304.0,0.4,0.03
603,2009-05-30,RA101,3.25,141.0,0.0,0.0
604,2009-05-31,RA101,3.04,106.0,0.0,0.0
605,2009-06-01,RA101,2.98,96.5,0.0,0.0
606,2009-06-02,RA101,2.93,89.0,0.0,0.0
607,2009-06-03,RA101,4.8,483.0,0.4,0.03
608,2009-06-04,RA101,4.12,322.0,0.11,0.01
609,2009-06-05,RA101,4.64,442.0,0.1,0.01
610,2009-06-06,RA101,4.32,366.0,0.0,0.0
611,2009-06-07,RA101,3.63,215.0,0.0,0.0
612,2009-06-08,RA101,3.37,164.0,0.0,0.0
613,2009-06-09,RA101,4.62,437.0,0.24,0.02
614,2009-06-10,RA101,3.7,230.0,0.0,0.0
615,2009-06-11,RA101,3.53,195.0,0.1,0.01
616,2009-06-12,RA101,3.53,195.0,0.1,0.01
617,2009-06-13,RA101,6.47,942.0,0.7,0.06
618,2009-06-14,RA101,6.09,827.0,0.0,0.0
619,2009-06-15,RA101,4.34,371.0,0.0,0.0
620,2009-06-16,RA101,4.41,388.0,0.3,0.02
621,2009-06-17,RA101,3.69,228.0,0.02,0.0
622,2009-06-18,RA101,4.25,350.0,0.14,0.01
623,2009-06-19,RA101,3.8,251.0,0.0,0.0
624,2009-06-20,RA101,4.35,373.0,0.1,0.01
625,2009-06-21,RA101,4.14,327.0,0.1,0.01
626,2009-06-22,RA101,4.31,364.0,0.2,0.02
627,2009-06-23,RA101,3.92,278.0,0.0,0.0
628,2009-06-24,RA101,4.3,361.0,0.2,0.02
629,2009-06-25,RA101,4.09,315.0,0.0,0.0
630,2009-06-26,RA101,4.08,313.0,0.1,0.01
631,2009-06-27,RA101,4.05,306.0,0.0,0.0
632,2009-06-28,RA101,3.52,193.0,0.0,0.0
633,2009-06-29,RA101,3.4,169.0,0.0,0.0
634,2009-06-30,RA101,3.33,156.0,0.0,0.0
635,2009-07-01,RA101,3.59,207.0,0.1,0.01
636,2009-07-02,RA101,3.82,255.0,0.2,0.02
637,2009-07-03,RA101,3.33,156.0,0.0,0.0
638,2009-07-04,RA101,3.19,131.0,0.0,0.0
639,2009-07-05,RA101,3.06,109.0,0.0,0.0
640,2009-07-06,RA101,3.0,99.6,0.0,0.0
641,2009-07-07,RA101,2.94,90.5,0.0,0.0
642,2009-07-08,RA101,2.9,84.6,0.0,0.0
643,2009-07-09,RA101,2.85,77.4,0.0,0.0
644,2009-07-10,RA101,2.81,71.9,0.0,0.0
645,2009-07-11,RA101,2.79,69.2,0.0,0.0
646,2009-07-12,RA101,5.3,610.0,1.0,0.08
647,2009-07-13,RA101,3.24,140.0,0.0,0.0
648,2009-07-14,RA101,3.04,106.0,0.0,0.0
649,2009-07-15,RA101,2.94,90.5,0.0,0.0
650,2009-07-16,RA101,2.86,78.8,0.0,0.0
651,2009-07-17,RA101,2.82,73.3,0.0,0.0
652,2009-07-18,RA101,2.91,86.0,0.0,0.0
653,2009-07-19,RA101,2.76,65.3,0.0,0.0
654,2009-07-20,RA101,2.71,58.9,0.0,0.0
655,2009-07-21,RA101,5.99,797.0,0.6,0.05
656,2009-07-22,RA101,3.52,193.0,0.0,0.0
657,2009-07-23,RA101,6.62,988.0,0.68,0.06
658,2009-07-24,RA101,4.8,483.0,0.0,0.0
659,2009-07-25,RA101,3.52,193.0,0.0,0.0
660,2009-07-26,RA101,3.54,197.0,0.0,0.0
661,2009-07-27,RA101,4.31,364.0,0.0,0.0
662,2009-07-28,RA101,3.6,209.0,0.0,0.0
663,2009-07-29,RA101,5.02,539.0,0.1,0.01
664,2009-07-30,RA101,4.67,450.0,0.0,0.0
665,2009-07-31,RA101,5.89,768.0,0.46,0.04
666,2009-08-01,RA101,5.26,599.0,0.0,0.0
667,2009-08-02,RA101,8.93,1820.0,1.1,0.09
668,2009-08-03,RA101,6.76,1030.0,0.0,0.0
669,2009-08-04,RA101,4.82,488.0,0.0,0.0
670,2009-08-05,RA101,4.34,371.0,0.0,0.0
671,2009-08-06,RA101,3.72,234.0,0.01,0.0
672,2009-08-07,RA101,3.42,173.0,0.0,0.0
673,2009-08-08,RA101,3.23,138.0,0.0,0.0
674,2009-08-09,RA101,3.28,147.0,0.04,0.0
675,2009-08-10,RA101,3.27,145.0,0.0,0.0
676,2009-08-11,RA101,3.04,106.0,0.0,0.0
677,2009-08-12,RA101,3.56,201.0,0.21,0.02
678,2009-08-13,RA101,4.87,499.0,0.23,0.02
679,2009-08-14,RA101,4.13,324.0,0.0,0.0
680,2009-08-15,RA101,3.68,225.0,0.0,0.0
681,2009-08-16,RA101,3.35,160.0,0.0,0.0
682,2009-08-17,RA101,3.04,106.0,0.0,0.0
683,2009-08-18,RA101,3.22,136.0,0.0,0.0
684,2009-08-19,RA101,3.17,127.0,0.0,0.0
685,2009-08-20,RA101,2.84,76.0,0.0,0.0
686,2009-08-21,RA101,2.87,80.2,0.0,0.0
687,2009-08-22,RA101,9.74,2170.0,1.7,0.14
688,2009-08-23,RA101,10.63,2560.0,0.02,0.0
689,2009-08-24,RA101,4.94,518.0,0.0,0.0
690,2009-08-25,RA101,4.12,322.0,0.0,0.0
691,2009-08-26,RA101,3.69,228.0,0.0,0.0
692,2009-08-27,RA101,3.39,167.0,0.0,0.0
693,2009-08-28,RA101,5.43,643.0,0.2,0.02
694,2009-08-29,RA101,5.31,613.0,0.38,0.03
695,2009-08-30,RA101,6.44,932.0,0.02,0.0
696,2009-08-31,RA101,3.98,291.0,0.0,0.0
697,2009-09-01,RA101,3.58,205.0,0.0,0.0
698,2009-09-02,RA101,3.38,165.0,0.0,0.0
699,2009-09-03,RA101,3.2,133.0,0.0,0.0
700,2009-09-04,RA101,3.07,111.0,0.0,0.0
701,2009-09-05,RA101,2.96,93.5,0.0,0.0
702,2009-09-06,RA101,2.89,83.1,0.0,0.0
703,2009-09-07,RA101,2.84,76.0,0.0,0.0
704,2009-09-08,RA101,2.82,73.3,0.0,0.0
705,2009-09-09,RA101,2.8,70.6,0.01,0.0
706,2009-09-10,RA101,2.78,67.9,0.05,0.0
707,2009-09-11,RA101,4.26,352.0,0.28,0.02
708,2009-09-12,RA101,3.92,278.0,0.04,0.0
709,2009-09-13,RA101,3.45,179.0,0.01,0.0
710,2009-09-14,RA101,3.24,140.0,0.0,0.0
711,2009-09-15,RA101,3.12,119.0,0.0,0.0
712,2009-09-16,RA101,3.03,104.0,0.07,0.01
713,2009-09-17,RA101,2.99,98.1,0.0,0.0
714,2009-09-18,RA101,2.92,87.5,0.0,0.0
715,2009-09-19,RA101,2.87,80.2,0.0,0.0
716,2009-09-20,RA101,2.83,74.6,0.0,0.0
717,2009-09-21,RA101,2.81,71.9,0.0,0.0
718,2009-09-22,RA101,2.79,69.2,0.0,0.0
719,2009-09-23,RA101,2.76,65.3,0.0,0.0
720,2009-09-24,RA101,5.38,629.0,0.47,0.04
721,2009-09-25,RA101,3.26,143.0,0.0,0.0
722,2009-09-26,RA101,3.05,107.0,0.05,0.0
723,2009-09-27,RA101,4.89,504.0,0.16,0.01
724,2009-09-28,RA101,4.55,422.0,0.22,0.02
725,2009-09-29,RA101,4.34,371.0,0.0,0.0
726,2009-09-30,RA101,3.5,189.0,0.01,0.0
727,2009-10-01,RA101,3.28,147.0,0.0,0.0
728,2009-10-02,RA101,3.14,122.0,0.01,0.0
729,2009-10-03,RA101,3.26,143.0,0.04,0.0
730,2009-10-04,RA101,3.25,141.0,0.0,0.0
731,2009-10-05,RA101,3.03,104.0,0.0,0.0
732,2009-10-06,RA101,2.97,95.0,0.0,0.0
733,2009-10-07,RA101,2.94,90.5,0.02,0.0
734,2009-10-08,RA101,2.88,81.7,0.0,0.0
735,2009-10-09,RA101,2.86,78.8,0.03,0.0
736,2009-10-10,RA101,2.84,76.0,0.02,0.0
737,2009-10-11,RA101,2.79,69.2,0.0,0.0
738,2009-10-12,RA101,2.76,65.3,0.0,0.0
739,2009-10-13,RA101,2.76,65.3,0.0,0.0
740,2009-10-14,RA101,2.79,69.2,0.0,0.0
741,2009-10-15,RA101,3.59,207.0,0.1,0.01
742,2009-10-16,RA101,3.42,173.0,0.02,0.0
743,2009-10-17,RA101,3.59,207.0,0.08,0.01
744,2009-10-18,RA101,3.31,152.0,0.06,0.0
745,2009-10-19,RA101,3.17,127.0,0.0,0.0
746,2009-10-20,RA101,3.06,109.0,0.0,0.0
747,2009-10-21,RA101,2.97,95.0,0.0,0.0
748,2009-10-22,RA101,2.92,87.5,0.0,0.0
749,2009-10-23,RA101,2.88,81.7,0.1,0.01
750,2009-10-25,RA101,6.47,942.0,0.0,0.0
751,2009-10-26,RA101,4.11,320.0,0.0,0.0
752,2009-10-27,RA101,4.63,440.0,0.12,0.01
753,2009-10-28,RA101,6.21,862.0,0.26,0.02
754,2009-10-29,RA101,5.23,591.0,0.0,0.0
755,2009-10-30,RA101,4.61,435.0,0.0,0.0
756,2009-10-31,RA101,4.1,318.0,0.09,0.01
757,2009-11-01,RA101,4.06,309.0,0.01,0.0
758,2009-11-02,RA101,3.74,238.0,0.0,0.0
759,2009-11-03,RA101,3.53,195.0,0.0,0.0
760,2009-11-04,RA101,3.41,171.0,0.0,0.0
761,2009-11-05,RA101,3.32,154.0,0.0,0.0
762,2009-11-06,RA101,3.24,140.0,0.0,0.0
763,2009-11-07,RA101,3.18,129.0,0.0,0.0
764,2009-11-08,RA101,3.14,122.0,0.0,0.0
765,2009-11-09,RA101,3.13,121.0,0.0,0.0
766,2009-11-10,RA101,3.11,117.0,0.0,0.0
767,2009-11-11,RA101,3.09,114.0,0.02,0.0
768,2009-11-12,RA101,3.22,136.0,0.04,0.0
769,2009-11-13,RA101,3.2,133.0,0.04,0.0
770,2009-11-14,RA101,3.31,152.0,0.02,0.0
771,2009-11-15,RA101,3.26,143.0,0.0,0.0
772,2009-11-16,RA101,3.24,140.0,0.0,0.0
773,2009-11-17,RA101,3.21,134.0,0.0,0.0
774,2009-11-18,RA101,3.18,129.0,0.0,0.0
775,2009-11-19,RA101,3.12,119.0,0.05,0.0
776,2009-11-20,RA101,4.9,507.0,0.27,0.02
777,2009-11-21,RA101,3.97,289.0,0.0,0.0
778,2009-11-22,RA101,3.6,209.0,0.0,0.0
779,2009-11-23,RA101,3.39,167.0,0.02,0.0
780,2009-11-24,RA101,3.29,149.0,0.01,0.0
781,2009-11-25,RA101,3.24,140.0,0.01,0.0
782,2009-11-26,RA101,3.24,140.0,0.0,0.0
783,2009-11-27,RA101,3.14,122.0,0.0,0.0
784,2009-11-28,RA101,3.1,116.0,0.0,0.0
785,2009-11-29,RA101,3.05,107.0,0.0,0.0
786,2009-11-30,RA101,3.34,158.0,0.07,0.01
787,2009-12-01,RA101,3.29,149.0,0.0,0.0
788,2009-12-02,RA101,3.44,177.0,0.15,0.01
789,2009-12-03,RA101,5.68,710.0,0.26,0.02
790,2009-12-04,RA101,4.2,340.0,0.0,0.0
791,2009-12-05,RA101,4.46,400.0,0.13,0.01
792,2009-12-06,RA101,4.48,405.0,0.0,0.0
793,2009-12-07,RA101,3.99,293.0,0.0,0.0
794,2009-12-08,RA101,3.73,236.0,0.0,0.0
795,2009-12-09,RA101,8.82,1990.0,0.51,0.04
796,2009-12-10,RA101,6.01,896.0,0.0,0.0
797,2009-12-11,RA101,5.06,581.0,0.0,0.0
798,2009-12-12,RA101,4.7,470.0,0.0,0.0
799,2009-12-13,RA101,6.11,929.0,0.24,0.02
800,2009-12-14,RA101,5.62,759.0,0.0,0.0
801,2009-12-15,RA101,4.68,465.0,0.0,0.0
802,2009-12-16,RA101,4.28,357.0,0.02,0.0
803,2009-12-17,RA101,3.98,289.0,0.0,0.0
804,2009-12-18,RA101,3.76,240.0,0.0,0.0
805,2009-12-19,RA101,3.61,209.0,0.1,0.01
806,2009-12-20,RA101,3.61,209.0,0.05,0.0
807,2009-12-21,RA101,3.49,185.0,0.0,0.0
808,2009-12-22,RA101,3.46,179.0,0.0,0.0
809,2009-12-23,RA101,3.43,173.0,0.0,0.0
810,2009-12-24,RA101,3.38,164.0,0.0,0.0
811,2009-12-25,RA101,3.67,221.0,0.11,0.01
812,2009-12-26,RA101,6.99,1260.0,0.13,0.01
813,2009-12-27,RA101,6.98,1260.0,0.1,0.01
814,2009-12-28,RA101,5.37,679.0,0.0,0.0
815,2009-12-29,RA101,4.97,552.0,0.0,0.0
816,2009-12-30,RA101,4.67,463.0,0.0,0.0
817,2009-12-31,RA101,4.26,352.0,0.02,0.0
818,2010-01-01,RA101,4.32,366.0,0.04,0.0
819,2010-01-02,RA101,4.16,329.0,0.0,0.0
820,2010-01-03,RA101,3.9,271.0,0.0,0.0
821,2010-01-04,RA101,3.61,209.0,0.0,0.0
822,2010-01-05,RA101,3.6,207.0,0.0,0.0
823,2010-01-06,RA101,3.44,175.0,0.0,0.0
824,2010-01-07,RA101,3.37,162.0,0.0,0.0
825,2010-01-08,RA101,3.33,154.0,0.03,0.0
826,2010-01-09,RA101,3.31,150.0,0.0,0.0
827,2010-01-10,RA101,3.26,141.0,0.0,0.0
828,2010-01-11,RA101,3.2,131.0,0.0,0.0
829,2010-01-12,RA101,3.15,122.0,0.0,0.0
830,2010-01-13,RA101,3.14,121.0,0.0,0.0
831,2010-01-14,RA101,3.19,129.0,0.0,0.0
832,2010-01-15,RA101,3.14,121.0,0.0,0.0
833,2010-01-16,RA101,3.2,131.0,0.01,0.0
834,2010-01-17,RA101,4.26,352.0,0.23,0.02
835,2010-01-18,RA101,4.1,315.0,0.0,0.0
836,2010-01-19,RA101,3.81,251.0,0.0,0.0
837,2010-01-20,RA101,3.64,215.0,0.0,0.0
838,2010-01-21,RA101,3.51,189.0,0.0,0.0
839,2010-01-22,RA101,3.43,173.0,0.0,0.0
840,2010-01-23,RA101,3.3,149.0,0.0,0.0
841,2010-01-24,RA101,3.14,121.0,0.01,0.0
842,2010-01-25,RA101,6.6,1110.0,0.28,0.02
843,2010-01-26,RA101,5.35,671.0,0.02,0.0
844,2010-01-27,RA101,4.42,390.0,0.0,0.0
845,2010-01-28,RA101,4.01,295.0,0.0,0.0
846,2010-01-29,RA101,3.73,234.0,0.0,0.0
847,2010-01-30,RA101,3.49,185.0,0.01,0.0
848,2010-01-31,RA101,3.33,154.0,0.0,0.0
849,2010-02-01,RA101,3.22,134.0,0.0,0.0
850,2010-02-02,RA101,3.16,124.0,0.0,0.0
851,2010-02-03,RA101,3.13,119.0,0.04,0.0
852,2010-02-04,RA101,3.11,116.0,0.0,0.0
853,2010-02-05,RA101,3.08,111.0,0.05,0.0
854,2010-02-06,RA101,3.14,121.0,0.09,0.01
855,2010-02-07,RA101,3.12,117.0,0.0,0.0
856,2010-02-08,RA101,3.09,112.0,0.0,0.0
857,2010-02-09,RA101,3.08,111.0,0.04,0.0
858,2010-02-10,RA101,3.25,140.0,0.13,0.01
859,2010-02-11,RA101,3.31,150.0,0.0,0.0
860,2010-02-12,RA101,3.25,140.0,0.0,0.0
861,2010-02-13,RA101,3.21,133.0,0.0,0.0
862,2010-02-14,RA101,3.17,126.0,0.0,0.0
863,2010-02-15,RA101,3.18,127.0,0.03,0.0
864,2010-02-16,RA101,3.24,138.0,0.04,0.0
865,2010-02-17,RA101,3.21,133.0,0.0,0.0
866,2010-02-18,RA101,3.21,133.0,0.0,0.0
867,2010-02-19,RA101,3.44,175.0,0.0,0.0
868,2010-02-20,RA101,3.44,175.0,0.0,0.0
869,2010-02-21,RA101,3.5,187.0,0.0,0.0
870,2010-02-22,RA101,3.5,187.0,0.05,0.0
871,2010-02-23,RA101,6.09,923.0,0.17,0.01
872,2010-02-24,RA101,6.07,914.0,0.01,0.0
873,2010-02-25,RA101,5.69,785.0,0.1,0.01
874,2010-02-26,RA101,5.42,693.0,0.08,0.01
875,2010-02-27,RA101,4.97,552.0,0.0,0.0
876,2010-02-28,RA101,4.67,463.0,0.0,0.0
877,2010-03-01,RA101,4.72,475.0,0.0,0.0
878,2010-03-02,RA101,4.7,470.0,0.01,0.0
879,2010-03-03,RA101,4.59,437.0,0.02,0.0
880,2010-03-04,RA101,4.55,427.0,0.0,0.0
881,2010-03-05,RA101,4.42,390.0,0.0,0.0
882,2010-03-06,RA101,4.25,350.0,0.0,0.0
883,2010-03-07,RA101,4.05,304.0,0.0,0.0
884,2010-03-08,RA101,3.96,284.0,0.0,0.0
885,2010-03-09,RA101,3.88,267.0,0.0,0.0
886,2010-03-10,RA101,3.76,240.0,0.0,0.0
887,2010-03-11,RA101,3.61,209.0,0.0,0.0
888,2010-03-13,RA101,9.36,2450.0,0.34,0.03
889,2010-03-14,RA101,9.35,2440.0,0.28,0.02
890,2010-03-15,RA101,6.62,1220.0,0.08,0.01
891,2010-03-16,RA101,5.81,926.0,0.0,0.0
892,2010-03-17,RA101,5.36,771.0,0.0,0.0
893,2010-03-18,RA101,5.19,714.0,0.0,0.0
894,2010-03-19,RA101,5.05,668.0,0.0,0.0
895,2010-03-20,RA101,4.89,617.0,0.0,0.0
896,2010-03-21,RA101,4.61,524.0,0.0,0.0
897,2010-03-22,RA101,5.69,884.0,0.28,0.02
898,2010-03-23,RA101,6.33,1110.0,0.14,0.01
899,2010-03-24,RA101,5.17,707.0,0.0,0.0
900,2010-03-25,RA101,4.73,563.0,0.0,0.0
901,2010-03-26,RA101,4.56,509.0,0.03,0.0
902,2010-03-27,RA101,4.33,437.0,0.0,0.0
903,2010-03-28,RA101,4.03,347.0,0.04,0.0
904,2010-03-29,RA101,7.37,1530.0,0.29,0.02
905,2010-03-30,RA101,8.98,2260.0,0.3,0.02
906,2010-03-31,RA101,7.85,1740.0,0.01,0.0
907,2010-04-01,RA101,5.62,860.0,0.0,0.0
908,2010-04-02,RA101,5.25,734.0,0.0,0.0
909,2010-04-03,RA101,5.04,665.0,0.0,0.0
910,2010-04-04,RA101,4.86,606.0,0.0,0.0
911,2010-04-05,RA101,4.62,528.0,0.0,0.0
912,2010-04-06,RA101,4.53,499.0,0.0,0.0
913,2010-04-07,RA101,4.47,481.0,0.0,0.0
914,2010-04-08,RA101,4.35,444.0,0.0,0.0
915,2010-04-09,RA101,4.54,503.0,0.13,0.01
916,2010-04-10,RA101,4.03,347.0,0.0,0.0
917,2010-04-11,RA101,3.8,280.0,0.0,0.0
918,2010-04-12,RA101,3.67,244.0,0.0,0.0
919,2010-04-13,RA101,3.57,217.0,0.0,0.0
920,2010-04-14,RA101,3.51,201.0,0.0,0.0
921,2010-04-15,RA101,3.48,193.0,0.0,0.0
922,2010-04-16,RA101,3.46,188.0,0.01,0.0
923,2010-04-17,RA101,3.47,191.0,0.07,0.01
924,2010-04-18,RA101,3.47,191.0,0.0,0.0
925,2010-04-19,RA101,3.4,174.0,0.0,0.0
926,2010-04-20,RA101,3.37,167.0,0.0,0.0
927,2010-04-21,RA101,3.42,179.0,0.02,0.0
928,2010-04-22,RA101,3.43,181.0,0.01,0.0
929,2010-04-23,RA101,3.38,169.0,0.0,0.0
930,2010-04-24,RA101,3.32,155.0,0.02,0.0
931,2010-04-25,RA101,4.32,434.0,0.19,0.02
932,2010-04-26,RA101,4.73,563.0,0.16,0.01
933,2010-04-27,RA101,4.63,531.0,0.0,0.0
934,2010-04-28,RA101,4.09,365.0,0.0,0.0
935,2010-04-29,RA101,3.8,280.0,0.0,0.0
936,2010-04-30,RA101,3.6,226.0,0.0,0.0
937,2010-05-01,RA101,3.33,158.0,0.0,0.0
938,2010-05-02,RA101,3.35,162.0,0.0,0.0
939,2010-05-03,RA101,4.11,370.0,0.19,0.02
940,2010-05-04,RA101,3.54,209.0,0.0,0.0
941,2010-05-05,RA101,3.4,174.0,0.0,0.0
942,2010-05-06,RA101,3.39,171.0,0.0,0.0
943,2010-05-07,RA101,3.27,144.0,0.0,0.0
944,2010-05-08,RA101,3.19,128.0,0.0,0.0
945,2010-05-09,RA101,3.12,114.0,0.0,0.0
946,2010-05-10,RA101,3.17,124.0,0.0,0.0
947,2010-05-11,RA101,3.08,106.0,0.06,0.0
948,2010-05-12,RA101,4.07,359.0,0.17,0.01
949,2010-05-13,RA101,3.34,160.0,0.0,0.0
950,2010-05-14,RA101,4.88,613.0,0.15,0.01
951,2010-05-15,RA101,4.87,610.0,0.01,0.0
952,2010-05-16,RA101,3.46,188.0,0.0,0.0
953,2010-05-17,RA101,3.29,149.0,0.01,0.0
954,2010-05-18,RA101,4.53,499.0,0.19,0.02
955,2010-05-19,RA101,4.08,362.0,0.0,0.0
956,2010-05-20,RA101,3.65,239.0,0.0,0.0
957,2010-05-21,RA101,3.45,186.0,0.0,0.0
958,2010-05-22,RA101,3.28,147.0,0.02,0.0
959,2010-05-23,RA101,3.22,134.0,0.03,0.0
960,2010-05-24,RA101,3.24,138.0,0.01,0.0
961,2010-05-25,RA101,3.18,126.0,0.0,0.0
