,date,stid,gauge,discharge,rainfall_inches,rainfall_ft
2652,2015-01-28,RA101,3.66,234.0,0.0,0.0
2653,2015-01-29,RA101,3.49,190.0,0.01,0.0
2654,2015-01-30,RA101,3.39,167.0,0.01,0.0
2655,2015-01-31,RA101,3.37,162.0,0.0,0.0
2656,2015-02-01,RA101,3.23,133.0,0.01,0.0
2657,2015-02-02,RA101,5.67,876.0,0.18,0.02
2658,2015-02-03,RA101,4.73,566.0,0.0,0.0
2659,2015-02-04,RA101,4.28,419.0,0.0,0.0
2660,2015-02-05,RA101,4.05,348.0,0.01,0.0
2661,2015-02-06,RA101,3.82,280.0,0.0,0.0
2662,2015-02-07,RA101,3.58,213.0,0.0,0.0
2663,2015-02-08,RA101,3.49,190.0,0.0,0.0
2664,2015-02-09,RA101,3.52,198.0,0.02,0.0
2665,2015-02-10,RA101,3.49,190.0,0.0,0.0
2666,2015-02-11,RA101,3.45,181.0,0.0,0.0
2667,2015-02-12,RA101,3.4,169.0,0.0,0.0
2668,2015-02-13,RA101,3.36,160.0,0.0,0.0
2669,2015-02-14,RA101,3.26,139.0,0.08,0.01
2670,2015-02-15,RA101,3.18,123.0,0.02,0.0
2671,2015-02-16,RA101,3.22,131.0,0.0,0.0
2672,2015-02-17,RA101,3.14,115.0,0.05,0.0
2673,2015-02-18,RA101,3.14,115.0,0.0,0.0
2674,2015-02-19,RA101,3.11,110.0,0.0,0.0
2675,2015-02-20,RA101,3.2,127.0,0.0,0.0
2676,2015-02-21,RA101,3.07,103.0,0.1,0.01
2677,2015-02-22,RA101,3.8,274.0,0.06,0.0
2678,2015-02-23,RA101,3.5,193.0,0.0,0.0
2679,2015-02-24,RA101,3.26,139.0,0.0,0.0
2680,2015-02-25,RA101,3.22,131.0,0.0,0.0
2681,2015-02-26,RA101,3.19,125.0,0.0,0.0
2682,2015-02-27,RA101,3.12,112.0,0.0,0.0
2683,2015-02-28,RA101,3.07,103.0,0.0,0.0
2684,2015-03-01,RA101,3.1,108.0,0.08,0.01
2685,2015-03-02,RA101,3.44,178.0,0.01,0.0
2686,2015-03-03,RA101,3.48,188.0,0.08,0.01
2687,2015-03-04,RA101,4.72,562.0,0.08,0.01
2688,2015-03-05,RA101,5.29,746.0,0.06,0.0
2689,2015-03-06,RA101,4.55,506.0,0.0,0.0
2690,2015-03-07,RA101,4.24,406.0,0.0,0.0
2691,2015-03-08,RA101,4.25,410.0,0.0,0.0
2692,2015-03-09,RA101,4.75,573.0,0.01,0.0
2693,2015-03-10,RA101,5.13,693.0,0.08,0.01
2694,2015-03-11,RA101,5.78,915.0,0.06,0.0
2695,2015-03-12,RA101,5.69,883.0,0.0,0.0
2696,2015-03-13,RA101,4.98,645.0,0.0,0.0
2697,2015-03-14,RA101,5.85,940.0,0.1,0.01
2698,2015-03-15,RA101,5.65,869.0,0.0,0.0
2699,2015-03-16,RA101,4.85,604.0,0.0,0.0
2700,2015-03-17,RA101,4.59,519.0,0.02,0.0
2701,2015-03-18,RA101,4.32,432.0,0.0,0.0
2702,2015-03-19,RA101,3.99,329.0,0.0,0.0
2703,2015-03-20,RA101,3.92,309.0,0.08,0.01
2704,2015-03-21,RA101,4.28,419.0,0.0,0.0
2705,2015-03-22,RA101,4.25,410.0,0.0,0.0
2706,2015-03-23,RA101,4.12,369.0,0.0,0.0
2707,2015-03-24,RA101,3.87,295.0,0.0,0.0
2708,2015-03-25,RA101,3.73,254.0,0.07,0.01
2709,2015-03-26,RA101,3.81,277.0,0.07,0.01
2710,2015-03-27,RA101,4.42,464.0,0.09,0.01
2711,2015-03-28,RA101,4.06,351.0,0.0,0.0
2712,2015-03-29,RA101,3.88,297.0,0.0,0.0
2713,2015-03-30,RA101,3.81,277.0,0.01,0.0
2714,2015-03-31,RA101,3.82,280.0,0.05,0.0
2715,2015-04-01,RA101,3.84,286.0,0.0,0.0
2716,2015-04-02,RA101,3.57,210.0,0.0,0.0
2717,2015-04-03,RA101,3.47,185.0,0.03,0.0
2718,2015-04-04,RA101,3.44,178.0,0.02,0.0
2719,2015-04-05,RA101,3.37,162.0,0.0,0.0
2720,2015-04-06,RA101,3.32,151.0,0.0,0.0
2721,2015-04-07,RA101,3.29,145.0,0.02,0.0
2722,2015-04-08,RA101,3.27,141.0,0.06,0.0
2723,2015-04-09,RA101,3.26,139.0,0.01,0.0
2724,2015-04-10,RA101,3.33,153.0,0.08,0.01
2725,2015-04-11,RA101,3.29,145.0,0.0,0.0
2726,2015-04-12,RA101,3.24,135.0,0.0,0.0
2727,2015-04-13,RA101,3.21,129.0,0.0,0.0
2728,2015-04-14,RA101,3.22,131.0,0.03,0.0
2729,2015-04-15,RA101,3.21,129.0,0.01,0.0
2730,2015-04-16,RA101,3.17,121.0,0.0,0.0
2731,2015-04-17,RA101,3.16,119.0,0.02,0.0
2732,2015-04-18,RA101,3.15,117.0,0.0,0.0
2733,2015-04-19,RA101,3.13,114.0,0.01,0.0
2734,2015-04-20,RA101,5.84,936.0,0.39,0.03
2735,2015-04-21,RA101,4.49,486.0,0.07,0.01
2736,2015-04-22,RA101,4.04,345.0,0.04,0.0
2737,2015-04-23,RA101,3.82,280.0,0.0,0.0
2738,2015-04-24,RA101,3.59,215.0,0.0,0.0
2739,2015-04-25,RA101,3.46,183.0,0.0,0.0
2740,2015-04-26,RA101,3.37,162.0,0.0,0.0
2741,2015-04-27,RA101,3.3,147.0,0.0,0.0
2742,2015-04-28,RA101,3.24,135.0,0.0,0.0
2743,2015-04-29,RA101,3.18,123.0,0.0,0.0
2744,2015-04-30,RA101,3.16,119.0,0.0,0.0
2745,2015-05-01,RA101,3.12,112.0,0.0,0.0
2746,2015-05-02,RA101,3.08,105.0,0.0,0.0
2747,2015-05-03,RA101,3.06,101.0,0.0,0.0
2748,2015-05-04,RA101,3.06,101.0,0.0,0.0
2749,2015-05-05,RA101,3.01,92.9,0.01,0.0
2750,2015-05-06,RA101,3.0,91.2,0.01,0.0
2751,2015-05-07,RA101,2.97,86.5,0.02,0.0
2752,2015-05-08,RA101,2.95,83.4,0.0,0.0
2753,2015-05-09,RA101,2.95,83.4,0.03,0.0
2754,2015-05-10,RA101,2.94,81.9,0.0,0.0
2755,2015-05-11,RA101,2.95,83.4,0.01,0.0
2756,2015-05-12,RA101,2.94,81.9,0.0,0.0
2757,2015-05-13,RA101,2.92,78.9,0.0,0.0
2758,2015-05-14,RA101,2.88,73.1,0.0,0.0
2759,2015-05-15,RA101,2.84,67.5,0.02,0.0
2760,2015-05-16,RA101,2.96,84.9,0.17,0.01
2761,2015-05-17,RA101,3.09,106.0,0.0,0.0
2762,2015-05-18,RA101,2.95,83.4,0.0,0.0
2763,2015-05-19,RA101,2.89,74.5,0.01,0.0
2764,2015-05-20,RA101,2.86,70.3,0.0,0.0
2765,2015-05-21,RA101,2.84,67.5,0.02,0.0
2766,2015-05-22,RA101,2.82,64.8,0.0,0.0
2767,2015-05-23,RA101,2.8,62.2,0.0,0.0
2768,2015-05-24,RA101,2.78,59.6,0.0,0.0
2769,2015-05-25,RA101,2.78,59.6,0.0,0.0
2770,2015-05-26,RA101,2.78,59.6,0.0,0.0
2771,2015-05-27,RA101,5.01,654.0,0.5,0.04
2772,2015-05-28,RA101,4.11,366.0,0.03,0.0
2773,2015-05-29,RA101,3.06,101.0,0.0,0.0
2774,2015-05-30,RA101,2.84,67.5,0.0,0.0
2775,2015-05-31,RA101,2.78,59.6,0.02,0.0
2776,2015-06-01,RA101,3.41,171.0,0.17,0.01
2777,2015-06-02,RA101,3.58,213.0,0.09,0.01
2778,2015-06-03,RA101,3.32,151.0,0.04,0.0
2779,2015-06-04,RA101,3.06,101.0,0.0,0.0
2780,2015-06-05,RA101,3.39,167.0,0.26,0.02
2781,2015-06-06,RA101,3.02,94.5,0.05,0.0
2782,2015-06-07,RA101,2.92,78.9,0.0,0.0
2783,2015-06-08,RA101,3.55,205.0,0.24,0.02
2784,2015-06-09,RA101,4.24,406.0,0.15,0.01
2785,2015-06-10,RA101,3.07,103.0,0.0,0.0
2786,2015-06-11,RA101,2.94,81.9,0.0,0.0
2787,2015-06-12,RA101,2.86,70.3,0.0,0.0
2788,2015-06-13,RA101,2.8,62.2,0.0,0.0
2789,2015-06-14,RA101,2.94,81.9,0.19,0.02
2790,2015-06-15,RA101,3.41,171.0,0.16,0.01
2791,2015-06-16,RA101,2.92,78.9,0.04,0.0
2792,2015-06-17,RA101,2.87,71.7,0.02,0.0
2793,2015-06-18,RA101,2.94,81.9,0.13,0.01
2794,2015-06-19,RA101,2.96,84.9,0.1,0.01
2795,2015-06-20,RA101,2.88,73.1,0.05,0.0
2796,2015-06-21,RA101,3.44,178.0,0.15,0.01
2797,2015-06-22,RA101,2.95,83.4,0.0,0.0
2798,2015-06-23,RA101,2.86,70.3,0.03,0.0
2799,2015-06-24,RA101,2.79,60.9,0.0,0.0
2800,2015-06-25,RA101,2.74,54.7,0.02,0.0
2801,2015-06-26,RA101,2.7,50.0,0.01,0.0
2802,2015-06-27,RA101,5.22,723.0,0.38,0.03
2803,2015-06-28,RA101,5.39,780.0,0.11,0.01
2804,2015-06-29,RA101,3.4,169.0,0.0,0.0
2805,2015-06-30,RA101,3.12,112.0,0.12,0.01
2806,2015-07-01,RA101,3.78,268.0,0.15,0.01
2807,2015-07-02,RA101,3.05,99.5,0.03,0.0
2808,2015-07-03,RA101,2.93,80.4,0.0,0.0
2809,2015-07-04,RA101,2.82,66.2,0.02,0.0
2810,2015-07-05,RA101,2.76,58.4,0.0,0.0
2811,2015-07-06,RA101,2.72,54.7,0.0,0.0
2812,2015-07-07,RA101,2.73,55.9,0.01,0.0
2813,2015-07-08,RA101,4.01,335.0,0.21,0.02
2814,2015-07-09,RA101,4.32,432.0,0.68,0.06
2815,2015-07-10,RA101,4.32,432.0,0.0,0.0
2816,2015-07-11,RA101,2.88,73.1,0.0,0.0
2817,2015-07-12,RA101,2.75,57.1,0.0,0.0
2818,2015-07-13,RA101,2.69,51.1,0.0,0.0
2819,2015-07-14,RA101,4.22,400.0,0.74,0.06
2820,2015-07-15,RA101,3.28,143.0,0.09,0.01
2821,2015-07-16,RA101,3.27,141.0,0.0,0.0
2822,2015-07-17,RA101,2.9,75.9,0.0,0.0
2823,2015-07-18,RA101,3.01,92.9,0.11,0.01
2824,2015-07-19,RA101,2.82,66.2,0.0,0.0
2825,2015-07-20,RA101,2.73,55.9,0.0,0.0
2826,2015-07-21,RA101,2.67,48.8,0.02,0.0
2827,2015-07-22,RA101,2.64,45.5,0.0,0.0
2828,2015-07-23,RA101,2.6,42.3,0.0,0.0
2829,2015-07-24,RA101,2.56,38.2,0.0,0.0
2830,2015-07-25,RA101,2.53,35.4,0.0,0.0
2831,2015-07-26,RA101,2.51,33.5,0.0,0.0
2832,2015-07-27,RA101,2.52,34.4,0.06,0.0
2833,2015-07-28,RA101,2.62,44.4,0.0,0.0
2834,2015-07-29,RA101,2.55,37.3,0.0,0.0
2835,2015-07-30,RA101,4.02,338.0,0.61,0.05
2836,2015-07-31,RA101,3.27,141.0,0.0,0.0
2837,2015-08-01,RA101,2.72,54.7,0.0,0.0
2838,2015-08-02,RA101,2.59,41.3,0.0,0.0
2839,2015-08-03,RA101,2.54,36.3,0.0,0.0
2840,2015-08-04,RA101,2.49,31.7,0.03,0.0
2841,2015-08-05,RA101,2.46,29.1,0.0,0.0
2842,2015-08-06,RA101,2.45,28.3,0.0,0.0
2843,2015-08-07,RA101,2.43,26.6,0.0,0.0
2844,2015-08-08,RA101,2.42,25.8,0.0,0.0
2845,2015-08-09,RA101,2.41,25.0,0.0,0.0
2846,2015-08-10,RA101,2.41,25.0,0.01,0.0
2847,2015-08-11,RA101,4.08,357.0,0.56,0.05
2848,2015-08-12,RA101,3.65,231.0,0.0,0.0
2849,2015-08-13,RA101,2.57,39.2,0.0,0.0
2850,2015-08-14,RA101,2.5,32.6,0.0,0.0
2851,2015-08-15,RA101,2.46,29.1,0.0,0.0
2852,2015-08-16,RA101,2.44,27.4,0.0,0.0
2853,2015-08-17,RA101,3.09,106.0,0.11,0.01
2854,2015-08-18,RA101,2.9,75.9,0.0,0.0
2855,2015-08-19,RA101,2.67,48.8,0.07,0.01
2856,2015-08-20,RA101,2.66,47.7,0.04,0.0
2857,2015-08-21,RA101,5.55,834.0,0.78,0.06
2858,2015-08-22,RA101,3.14,115.0,0.0,0.0
2859,2015-08-23,RA101,2.81,64.8,0.0,0.0
2860,2015-08-24,RA101,2.68,50.0,0.0,0.0
2861,2015-08-25,RA101,2.62,44.4,0.0,0.0
2862,2015-08-26,RA101,2.57,39.2,0.0,0.0
2863,2015-08-27,RA101,2.52,34.4,0.0,0.0
2864,2015-08-28,RA101,2.49,31.7,0.0,0.0
2865,2015-08-29,RA101,2.48,30.8,0.0,0.0
2866,2015-08-30,RA101,2.47,29.9,0.0,0.0
2867,2015-08-31,RA101,2.46,29.1,0.03,0.0
2868,2015-09-01,RA101,2.44,27.4,0.0,0.0
2869,2015-09-02,RA101,2.43,26.6,0.0,0.0
2870,2015-09-03,RA101,2.43,26.6,0.0,0.0
2871,2015-09-04,RA101,2.42,25.8,0.0,0.0
2872,2015-09-05,RA101,2.41,25.0,0.0,0.0
2873,2015-09-06,RA101,2.39,23.5,0.0,0.0
2874,2015-09-07,RA101,2.39,23.5,0.0,0.0
2875,2015-09-08,RA101,2.39,23.5,0.0,0.0
2876,2015-09-09,RA101,2.4,24.3,0.04,0.0
2877,2015-09-10,RA101,4.43,467.0,0.35,0.03
2878,2015-09-11,RA101,3.43,176.0,0.04,0.0
2879,2015-09-12,RA101,2.63,45.5,0.02,0.0
2880,2015-09-13,RA101,2.55,37.3,0.01,0.0
2881,2015-09-14,RA101,2.51,33.5,0.0,0.0
2882,2015-09-15,RA101,2.47,29.9,0.0,0.0
2883,2015-09-16,RA101,2.46,29.1,0.0,0.0
2884,2015-09-17,RA101,2.45,28.3,0.0,0.0
2885,2015-09-18,RA101,2.43,26.6,0.0,0.0
2886,2015-09-19,RA101,2.44,27.4,0.0,0.0
2887,2015-09-20,RA101,2.43,26.6,0.0,0.0
2888,2015-09-21,RA101,2.45,28.3,0.0,0.0
2889,2015-09-22,RA101,2.42,25.8,0.0,0.0
2890,2015-09-23,RA101,2.4,24.3,0.0,0.0
2891,2015-09-24,RA101,2.38,22.8,0.0,0.0
2892,2015-09-25,RA101,2.39,23.5,0.0,0.0
2893,2015-09-26,RA101,2.39,23.5,0.0,0.0
2894,2015-09-27,RA101,2.39,23.5,0.0,0.0
2895,2015-09-28,RA101,2.38,22.8,0.0,0.0
2896,2015-09-29,RA101,2.43,26.6,0.05,0.0
2897,2015-09-30,RA101,4.23,403.0,0.41,0.03
2898,2015-10-01,RA101,2.68,50.0,0.04,0.0
2899,2015-10-02,RA101,5.23,726.0,0.24,0.02
2900,2015-10-03,RA101,4.64,535.0,0.05,0.0
2901,2015-10-04,RA101,3.39,167.0,0.03,0.0
2902,2015-10-05,RA101,3.14,115.0,0.0,0.0
2903,2015-10-06,RA101,3.04,97.8,0.0,0.0
2904,2015-10-07,RA101,2.94,81.9,0.0,0.0
2905,2015-10-08,RA101,2.85,68.9,0.0,0.0
2906,2015-10-09,RA101,3.48,188.0,0.24,0.02
2907,2015-10-10,RA101,3.62,223.0,0.0,0.0
2908,2015-10-11,RA101,2.82,66.2,0.0,0.0
2909,2015-10-12,RA101,2.75,57.1,0.0,0.0
2910,2015-10-13,RA101,2.96,84.9,0.14,0.01
2911,2015-10-14,RA101,2.79,62.2,0.0,0.0
2912,2015-10-15,RA101,2.66,47.7,0.0,0.0
2913,2015-10-16,RA101,2.63,45.5,0.0,0.0
2914,2015-10-17,RA101,2.61,43.4,0.0,0.0
2915,2015-10-18,RA101,2.59,41.3,0.01,0.0
2916,2015-10-19,RA101,2.58,40.2,0.0,0.0
2917,2015-10-20,RA101,2.56,38.2,0.0,0.0
2918,2015-10-21,RA101,2.55,37.3,0.0,0.0
2919,2015-10-22,RA101,2.55,37.3,0.0,0.0
2920,2015-10-23,RA101,2.53,35.4,0.0,0.0
2921,2015-10-24,RA101,2.53,35.4,0.0,0.0
2922,2015-10-25,RA101,2.53,35.4,0.01,0.0
2923,2015-10-26,RA101,2.51,33.5,0.0,0.0
2924,2015-10-27,RA101,2.5,32.6,0.0,0.0
2925,2015-10-28,RA101,5.09,680.0,0.62,0.05
2926,2015-10-29,RA101,5.1,683.0,0.07,0.01
2927,2015-10-30,RA101,3.16,119.0,0.0,0.0
2928,2015-10-31,RA101,2.92,78.9,0.0,0.0
2929,2015-11-01,RA101,2.81,64.8,0.0,0.0
2930,2015-11-02,RA101,2.76,58.4,0.0,0.0
2931,2015-11-03,RA101,2.73,55.9,0.0,0.0
2932,2015-11-04,RA101,2.69,51.1,0.0,0.0
2933,2015-11-05,RA101,2.72,54.7,0.06,0.0
2934,2015-11-06,RA101,2.68,50.0,0.0,0.0
2935,2015-11-07,RA101,2.65,46.6,0.0,0.0
2936,2015-11-08,RA101,2.63,45.5,0.0,0.0
2937,2015-11-09,RA101,2.64,45.5,0.01,0.0
2938,2015-11-10,RA101,3.0,91.2,0.09,0.01
2939,2015-11-11,RA101,3.04,97.8,0.05,0.0
2940,2015-11-12,RA101,2.9,75.9,0.06,0.0
2941,2015-11-13,RA101,2.88,73.1,0.0,0.0
2942,2015-11-14,RA101,2.77,59.6,0.0,0.0
2943,2015-11-15,RA101,2.73,55.9,0.0,0.0
2944,2015-11-16,RA101,2.72,54.7,0.0,0.0
2945,2015-11-17,RA101,2.7,52.3,0.0,0.0
2946,2015-11-18,RA101,2.68,50.0,0.0,0.0
2947,2015-11-19,RA101,4.47,480.0,0.2,0.02
2948,2015-11-20,RA101,4.49,486.0,0.0,0.0
2949,2015-11-21,RA101,3.07,103.0,0.0,0.0
2950,2015-11-22,RA101,2.96,84.9,0.0,0.0
2951,2015-11-23,RA101,2.86,70.3,0.0,0.0
2952,2015-11-24,RA101,2.81,64.8,0.0,0.0
2953,2015-11-25,RA101,2.78,60.9,0.0,0.0
2954,2015-11-26,RA101,2.76,58.4,0.0,0.0
2955,2015-11-27,RA101,2.72,54.7,0.0,0.0
2956,2015-11-28,RA101,2.71,53.5,0.0,0.0
2957,2015-11-29,RA101,2.71,53.5,0.02,0.0
2958,2015-11-30,RA101,2.7,52.3,0.02,0.0
2959,2015-12-01,RA101,3.49,190.0,0.1,0.01
2960,2015-12-02,RA101,3.38,164.0,0.06,0.0
2961,2015-12-03,RA101,3.09,106.0,0.0,0.0
2962,2015-12-04,RA101,2.97,86.5,0.0,0.0
2963,2015-12-05,RA101,2.9,75.9,0.0,0.0
2964,2015-12-06,RA101,2.84,68.9,0.0,0.0
2965,2015-12-07,RA101,2.83,67.5,0.0,0.0
2966,2015-12-08,RA101,2.79,62.2,0.0,0.0
2967,2015-12-09,RA101,2.77,59.6,0.0,0.0
2968,2015-12-10,RA101,2.74,57.1,0.01,0.0
2969,2015-12-11,RA101,2.75,57.1,0.0,0.0
2970,2015-12-12,RA101,2.73,55.9,0.0,0.0
2971,2015-12-13,RA101,2.72,54.7,0.0,0.0
2972,2015-12-14,RA101,2.82,66.2,0.08,0.01
2973,2015-12-15,RA101,2.81,64.8,0.03,0.0
2974,2015-12-16,RA101,2.74,57.1,0.0,0.0
2975,2015-12-17,RA101,4.99,648.0,0.33,0.03
2976,2015-12-18,RA101,4.17,385.0,0.01,0.0
2977,2015-12-19,RA101,3.41,171.0,0.0,0.0
2978,2015-12-20,RA101,3.19,125.0,0.0,0.0
2979,2015-12-21,RA101,3.07,103.0,0.0,0.0
2980,2015-12-22,RA101,2.98,88.1,0.05,0.0
2981,2015-12-23,RA101,4.71,559.0,0.36,0.03
2982,2015-12-24,RA101,5.32,756.0,0.04,0.0
2983,2015-12-25,RA101,3.72,251.0,0.05,0.0
2984,2015-12-26,RA101,3.56,208.0,0.0,0.0
2985,2015-12-27,RA101,3.21,129.0,0.06,0.0
2986,2015-12-28,RA101,3.18,123.0,0.02,0.0
2987,2015-12-29,RA101,5.27,739.0,0.23,0.02
2988,2015-12-30,RA101,4.18,388.0,0.13,0.01
2989,2015-12-31,RA101,4.16,382.0,0.04,0.0
2990,2016-01-01,RA101,3.66,234.0,0.0,0.0
2991,2016-01-02,RA101,3.5,193.0,0.0,0.0
2992,2016-01-03,RA101,3.29,145.0,0.0,0.0
2993,2016-01-04,RA101,3.21,129.0,0.0,0.0
2994,2016-01-05,RA101,3.13,114.0,0.0,0.0
2995,2016-01-06,RA101,3.05,99.5,0.0,0.0
2996,2016-01-07,RA101,3.0,91.2,0.0,0.0
2997,2016-01-08,RA101,2.99,89.6,0.0,0.0
2998,2016-01-09,RA101,2.97,86.5,0.0,0.0
2999,2016-01-10,RA101,6.46,1170.0,0.4,0.03
3000,2016-01-11,RA101,5.0,651.0,0.0,0.0
3001,2016-01-12,RA101,4.1,363.0,0.01,0.0
3002,2016-01-13,RA101,3.82,280.0,0.0,0.0
3003,2016-01-14,RA101,3.53,200.0,0.0,0.0
3004,2016-01-15,RA101,3.38,164.0,0.01,0.0
3005,2016-01-16,RA101,3.69,242.0,0.14,0.01
3006,2016-01-17,RA101,3.35,158.0,0.02,0.0
3007,2016-01-18,RA101,3.29,145.0,0.0,0.0
3008,2016-01-19,RA101,3.18,123.0,0.0,0.0
3009,2016-01-20,RA101,3.18,123.0,0.0,0.0
3010,2016-01-21,RA101,3.17,121.0,0.0,0.0
3011,2016-01-22,RA101,3.0,91.2,0.1,0.01
3012,2016-01-23,RA101,3.05,99.5,0.09,0.01
3013,2016-01-24,RA101,3.04,97.8,0.05,0.0
3014,2016-01-25,RA101,2.97,86.5,0.0,0.0
3015,2016-01-26,RA101,3.07,103.0,0.0,0.0
3016,2016-01-27,RA101,3.22,131.0,0.0,0.0
3017,2016-01-28,RA101,3.21,129.0,0.0,0.0
3018,2016-01-29,RA101,3.18,123.0,0.02,0.0
3019,2016-01-30,RA101,3.16,119.0,0.0,0.0
3020,2016-01-31,RA101,3.21,129.0,0.0,0.0
3021,2016-02-01,RA101,3.74,257.0,0.03,0.0
3022,2016-02-02,RA101,3.74,257.0,0.0,0.0
3023,2016-02-03,RA101,5.66,872.0,0.19,0.02
3024,2016-02-04,RA101,5.4,783.0,0.02,0.0
3025,2016-02-05,RA101,4.64,535.0,0.09,0.01
3026,2016-02-06,RA101,4.54,502.0,0.0,0.0
3027,2016-02-07,RA101,4.19,391.0,0.0,0.0
3028,2016-02-08,RA101,3.86,292.0,0.0,0.0
3029,2016-02-09,RA101,3.74,257.0,0.03,0.0
3030,2016-02-10,RA101,3.61,221.0,0.02,0.0
3031,2016-02-11,RA101,3.53,200.0,0.0,0.0
3032,2016-02-12,RA101,3.4,169.0,0.0,0.0
3033,2016-02-13,RA101,3.31,149.0,0.0,0.0
3034,2016-02-14,RA101,3.24,135.0,0.0,0.0
3035,2016-02-15,RA101,3.18,123.0,0.09,0.01
3036,2016-02-16,RA101,5.37,773.0,0.33,0.03
3037,2016-02-17,RA101,4.5,489.0,0.0,0.0
3038,2016-02-18,RA101,4.06,351.0,0.0,0.0
3039,2016-02-19,RA101,3.86,292.0,0.0,0.0
3040,2016-02-20,RA101,3.64,229.0,0.0,0.0
3041,2016-02-21,RA101,3.52,198.0,0.02,0.0
3042,2016-02-22,RA101,3.45,181.0,0.0,0.0
3043,2016-02-23,RA101,3.64,229.0,0.07,0.01
3044,2016-02-24,RA101,5.79,918.0,0.23,0.02
3045,2016-02-25,RA101,7.57,1630.0,0.32,0.03
3046,2016-02-26,RA101,4.97,641.0,0.0,0.0
3047,2016-02-27,RA101,4.42,464.0,0.0,0.0
3048,2016-02-28,RA101,3.97,323.0,0.0,0.0
3049,2016-02-29,RA101,3.74,257.0,0.02,0.0
3050,2016-03-01,RA101,3.62,223.0,0.0,0.0
3051,2016-03-02,RA101,3.73,254.0,0.07,0.01
3052,2016-03-03,RA101,3.48,188.0,0.0,0.0
3053,2016-03-04,RA101,3.4,169.0,0.02,0.0
3054,2016-03-05,RA101,3.37,162.0,0.0,0.0
3055,2016-03-06,RA101,3.29,145.0,0.0,0.0
3056,2016-03-07,RA101,3.25,137.0,0.0,0.0
3057,2016-03-08,RA101,3.22,131.0,0.0,0.0
3058,2016-03-09,RA101,3.14,115.0,0.0,0.0
3059,2016-03-10,RA101,3.1,108.0,0.0,0.0
3060,2016-03-11,RA101,3.07,103.0,0.0,0.0
3061,2016-03-12,RA101,3.07,103.0,0.0,0.0
3062,2016-03-13,RA101,3.03,96.2,0.04,0.0
3063,2016-03-14,RA101,4.08,357.0,0.14,0.01
3064,2016-03-15,RA101,3.55,198.0,0.0,0.0
3065,2016-03-16,RA101,3.36,155.0,0.0,0.0
3066,2016-03-17,RA101,3.2,123.0,0.0,0.0
3067,2016-03-18,RA101,3.13,111.0,0.0,0.0
3068,2016-03-19,RA101,3.11,107.0,0.0,0.0
3069,2016-03-20,RA101,3.13,111.0,0.01,0.0
3070,2016-03-21,RA101,3.11,107.0,0.01,0.0
3071,2016-03-22,RA101,3.09,104.0,0.0,0.0
3072,2016-03-23,RA101,3.07,101.0,0.0,0.0
3073,2016-03-24,RA101,3.06,99.1,0.0,0.0
3074,2016-03-25,RA101,3.05,97.5,0.0,0.0
3075,2016-03-26,RA101,3.02,92.7,0.0,0.0
3076,2016-03-27,RA101,2.99,88.1,0.0,0.0
3077,2016-03-28,RA101,3.41,166.0,0.18,0.02
3078,2016-03-29,RA101,3.16,116.0,0.0,0.0
3079,2016-03-30,RA101,3.08,102.0,0.0,0.0
3080,2016-03-31,RA101,3.02,92.7,0.01,0.0
3081,2016-04-01,RA101,3.32,147.0,0.09,0.01
3082,2016-04-02,RA101,3.09,104.0,0.05,0.0
3083,2016-04-03,RA101,3.17,118.0,0.12,0.01
3084,2016-04-04,RA101,3.02,92.7,0.03,0.0
3085,2016-04-05,RA101,3.02,92.7,0.0,0.0
3086,2016-04-06,RA101,2.97,85.0,0.0,0.0
3087,2016-04-07,RA101,3.17,118.0,0.12,0.01
3088,2016-04-08,RA101,3.09,104.0,0.0,0.0
3089,2016-04-09,RA101,3.29,141.0,0.09,0.01
3090,2016-04-10,RA101,3.17,118.0,0.0,0.0
3091,2016-04-11,RA101,3.02,92.7,0.01,0.0
3092,2016-04-12,RA101,3.49,184.0,0.09,0.01
3093,2016-04-13,RA101,3.18,120.0,0.0,0.0
3094,2016-04-14,RA101,3.06,99.1,0.0,0.0
3095,2016-04-15,RA101,2.99,88.1,0.0,0.0
3096,2016-04-16,RA101,2.94,80.6,0.0,0.0
3097,2016-04-17,RA101,2.91,76.3,0.0,0.0
3098,2016-04-18,RA101,2.89,73.5,0.0,0.0
3099,2016-04-19,RA101,2.86,69.4,0.0,0.0
3100,2016-04-20,RA101,2.86,69.4,0.0,0.0
3101,2016-04-21,RA101,2.86,69.4,0.0,0.0
3102,2016-04-22,RA101,2.87,70.8,0.0,0.0
3103,2016-04-23,RA101,2.88,72.1,0.04,0.0
3104,2016-04-24,RA101,2.85,68.1,0.0,0.0
3105,2016-04-25,RA101,2.86,69.4,0.0,0.0
3106,2016-04-26,RA101,3.7,235.0,0.23,0.02
3107,2016-04-27,RA101,3.48,181.0,0.0,0.0
3108,2016-04-28,RA101,3.24,131.0,0.08,0.01
3109,2016-04-29,RA101,3.26,135.0,0.0,0.0
3110,2016-04-30,RA101,2.92,77.7,0.0,0.0
3111,2016-05-01,RA101,3.38,159.0,0.09,0.01
3112,2016-05-02,RA101,3.1,106.0,0.07,0.01
3113,2016-05-03,RA101,4.28,393.0,0.19,0.02
3114,2016-05-04,RA101,3.64,220.0,0.05,0.0
3115,2016-05-05,RA101,3.36,155.0,0.0,0.0
3116,2016-05-06,RA101,4.12,347.0,0.17,0.01
